Ratio H/L normalized REP_A,Ratio H/L normalized REP_B,Ratio H/L normalized REP_C,Only identified by site,Reverse,Contaminant,Peptides,Sequence coverage [%],Mol. weight [kDa],PEP,Ratio H/L count REP_A,Ratio H/L count REP_B,Ratio H/L count REP_C,Intensity L REP_A,Intensity H REP_A,Intensity L REP_B,Intensity H REP_B,Intensity L REP_C,Intensity H REP_C,Mean,Median,Standard deviation,Coefficient of variation,Median absolute deviation,Minimum,Maximum,Range,Valid values,Protein IDs,Majority protein IDs,Protein names,Gene names,Proteins,Cysteinylation site IDs,Glutathionylation site IDs,Nitro site IDs,Oxidation (M) site IDs,Phospho (STY) site IDs,s-nitrosylation site IDs,GOCC Name2,GOCC Name3,GOCC Name4,GOCC Name5,GOCC Name6,GOCC Name7,GOCC Name8,GOCC Name9,GOCC Name10,GOCC Name11,GOCC Name12,GOCC Name13,GOCC Name14,GOCC Name15,GOCC Name16,GOCC Name17,GOCC Name18,GOCC Name19,GOCC Name20,GOCC Name21,GOCC Name22,GOCC Name23,GOCC Name24,GOCC Name25,GOCC Name26,GOCC Name27,GOCC Name28,GOCC Name29,GOCC Name30,GOCC Name31,GOCC Name32,GOCC Name33,GOCC Name34,GOCC Name35,GOCC Name36,GOCC Name37,GOCC Name38,GOCC Name39,GOCC Name40,GOCC Name41,GOCC Name42,GOCC Name43,GOCC Name44,GOCC Name45,GOCC Name46,GOCC Name47,GOCC Name48,GOCC Name49,GOCC Name50,GOCC Name51,GOCC Name52,GOCC Name53
-0.218313,-0.635181,-0.479191,,,,3,22.4,14.628,4.63E-07,3,3,4,3032000,2929500,4494600,3084800,3980000,3443900,-0.444228,-0.479191,0.210622,-0.47413,0.155991,-0.635181,-0.218313,0.416868,3,A6NCE7;Q9GZQ8;H3BTL1,A6NCE7;Q9GZQ8;H3BTL1,Microtubule-associated proteins 1A/1B light chain 3 beta 2;Microtubule-associated proteins 1A/1B light chain 3B,MAP1LC3B2;MAP1LC3B,3,,,,,,,autophagic vacuole membrane,cell part,cytoplasmic part,cytoplasmic vesicle,cytoskeletal part,endomembrane system,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane,microtubule,organelle,organelle membrane,organelle part,protein complex,vacuolar membrane,vacuolar part,vesicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.263456,0.126709,0.111298,,,,34,46.3,87.334,0,68,56,53,59433000,74763000,69398000,96457000,48199000,65452000,-0.00848292,0.111298,0.220947,-26.0461,0.0154102,-0.263456,0.126709,0.390164,3,P42224;J3KPM9;P42224-2;D2KFR9;E7EPD2;E7ENM1;E9PH66;H7BZB5;H7BZ88,P42224;J3KPM9;P42224-2,Signal transducer and activator of transcription 1-alpha/beta,STAT1,9,,,,717,,,axon,cell part,cell projection,cytoplasmic part,cytosol,dendrite,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,membrane-bounded organelle,neuron projection,non-membrane-bounded organelle,nuclear part,nucleolus,nucleoplasm,nucleus,organelle,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.113286,-0.235348,-0.19803,,,,3,41.7,11.951,1.29E-82,4,4,4,6591400,7968400,8050700,8386100,7957000,9474400,-0.182221,-0.19803,0.0625479,-0.343252,0.0373179,-0.235348,-0.113286,0.122062,3,P62942;Q5W0X3;Q1JUQ5,P62942;Q5W0X3,Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase,FKBP1A,3,,,,,,,axon,cell part,cell projection,cytoplasmic part,cytosol,endoplasmic reticulum membrane,endoplasmic reticulum part,intracellular organelle part,intracellular part,membrane,membrane part,neuron projection,organelle membrane,organelle part,organelle subcompartment,sarcoplasmic reticulum membrane,terminal cisterna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.796035,-0.827615,-0.856345,,,,65,87.6,53.651,0,763,816,824,6134600000,5800400000,6989600000,6856500000,6399600000,6458500000,-0.826665,-0.827615,0.0301666,-0.0364919,0.0287305,-0.856345,-0.796035,0.0603108,3,P08670;B0YJC4;B0YJC5;Q5JVS8;P17661;P41219-2;P41219;H7C5W5;P07197;E7ESP9;E7EMV2;E9PBF7;Q16352;P07196,P08670;B0YJC4,Vimentin,VIM,14,,,,411;412;413;414;415;416;417;418;419,,,axon part,cell part,cell projection part,contractile fiber part,cytoplasmic part,cytoskeletal part,cytosol,intermediate filament,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,microbody,neurofilament,organelle,organelle part,peroxisome,protein complex,Z disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0483758,0.0153548,0.172744,,,,10,18.4,54.389,2.66E-74,15,17,15,11846000,16081000,12827000,19278000,13030000,18642000,0.0788247,0.0483758,0.0829949,1.0529,0.033021,0.0153548,0.172744,0.157389,3,P50995;B4DVE7;H0Y6E1;P27216-2;P27216;E5RIN3,P50995;B4DVE7,Annexin A11;Annexin,ANXA11,6,,,,,,,azurophil granule,cell part,cytoplasmic membrane-bounded vesicle,cytoplasmic part,cytoplasmic vesicle,cytoskeletal part,endocytic vesicle,envelope,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,lysosome,lytic vacuole,melanosome,membrane,membrane-bounded organelle,membrane-bounded vesicle,midbody,non-membrane-bounded organelle,nuclear envelope,nuclear part,nucleoplasm,organelle,organelle envelope,organelle part,phagocytic vesicle,pigment granule,plasma membrane,primary lysosome,specific granule,spindle,stored secretory granule,vacuole,vesicle,,,,,,,,,,,,,,,,
0.279412,0.469573,0.614663,,,,7,25.8,39.617,5.80E-72,7,8,7,4514900,7041300,5325400,8072500,5238800,8366800,0.454549,0.469573,0.16813,0.369882,0.145089,0.279412,0.614663,0.335251,3,O75367;O75367-3;O75367-2;B4DJC3;D6RCF2;Q9P0M6,O75367;O75367-3;O75367-2,Core histone macro-H2A.1,H2AFY,6,,,,,,,Barr body,cell part,chromosomal part,chromosome,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,non-membrane-bounded organelle,nuclear chromosome,nuclear part,nucleosome,nucleus,organelle,organelle part,protein-DNA complex,sex chromosome,X chromosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.222077,-0.200929,-0.216217,,,,38,42.7,119.63,0,101,78,67,54861000,67148000,60961000,79162000,46563000,61005000,-0.213074,-0.216217,0.0109186,-0.0512431,0.00586092,-0.222077,-0.200929,0.0211481,3,O00159-3;O00159;F5H6E2;O00159-2;I3L204;I3L501;I3L3Y6;I3L4D4;I3L3F5;I3L168,O00159-3;O00159;F5H6E2;O00159-2,Unconventional myosin-Ic,MYO1C,10,,,,227;228,,,basal plasma membrane,cell part,cell projection membrane,cell projection part,cytoplasm,cytoskeletal part,filamentous actin,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,lateral plasma membrane,macromolecular complex,membrane part,microvillus membrane,myosin complex,non-membrane-bounded organelle,nuclear part,nuclear pore,nucleolus,nucleoplasm,organelle,organelle part,plasma membrane part,pore complex,protein complex,stereocilium membrane,,,,,,,,,,,,,,,,,,,,,,,,,
-0.354464,-0.288787,-0.342086,,,,8,26.7,34.632,2.48E-43,10,14,11,7346500,6473700,9315100,7736400,9333900,7370100,-0.328446,-0.342086,0.0348986,-0.106254,0.0123787,-0.354464,-0.288787,0.0656773,3,P09486;F5GY03;E5RK62,P09486;F5GY03;E5RK62,SPARC,SPARC,3,,,,,,,basement membrane,cell part,cytoplasmic membrane-bounded vesicle lumen,cytoplasmic part,cytoplasmic vesicle part,extracellular matrix,extracellular matrix part,extracellular region part,intracellular organelle part,intracellular part,membrane-enclosed lumen,organelle lumen,organelle part,platelet alpha granule lumen,proteinaceous extracellular matrix,secretory granule lumen,vesicle lumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.821967,-0.961985,-0.626736,,,,31,78.9,38.714,0,109,134,105,358100000,394160000,495620000,547830000,395260000,437770000,-0.803563,-0.821967,0.168381,-0.209543,0.140018,-0.961985,-0.626736,0.335249,3,P04083;Q5T3N1;Q5T3N0,P04083,Annexin A1,ANXA1,3,,,,306;307;308,,,basolateral plasma membrane,cell part,cell projection,cilium,cornified envelope,cytoskeleton,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,membrane part,membrane-bounded organelle,non-membrane-bounded organelle,nucleus,organelle,plasma membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31432,-0.204316,-0.300768,,,,5,31.7,24.22,3.91E-106,8,13,13,10569000,9406000,6904700,6060200,7838000,7482300,-0.273135,-0.300768,0.0599827,-0.219608,0.0135517,-0.31432,-0.204316,0.110004,3,Q07812-2;Q07812;Q07812-8;Q07812-5;Q07812-7;Q07812-4;Q07812-6,Q07812-2;Q07812;Q07812-8;Q07812-5;Q07812-7,Apoptosis regulator BAX,BAX,7,,,,892;893;894;895,,,Bcl-2 family protein complex,cell part,cytoplasmic part,cytosol,endoplasmic reticulum membrane,endoplasmic reticulum part,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane,membrane part,membrane-bounded organelle,mitochondrial membrane,mitochondrial outer membrane,mitochondrial part,mitochondrial permeability transition pore complex,nucleus,organelle,organelle membrane,organelle outer membrane,organelle part,outer membrane,pore complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,
0.731705,0.944784,0.936063,,,,6,25.9,26.21,5.08E-21,5,6,6,1413200,2871300,1968900,5131500,1541500,3417500,0.87085,0.936063,0.120583,0.138465,0.00872046,0.731705,0.944784,0.213079,3,Q9HB71;Q5R370;Q9HB71-2;B2ZWH1,Q9HB71;Q5R370,Calcyclin-binding protein,CACYBP,4,,,,,,,beta-catenin destruction complex,cell part,cytoplasmic part,intracellular part,macromolecular complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.622599,-0.478386,-0.574756,,,,29,29.1,131.98,3.86E-225,46,45,38,23038000,19216000,23493000,22563000,18271000,17079000,-0.55858,-0.574756,0.0734542,-0.131502,0.047843,-0.622599,-0.478386,0.144212,3,O43795;E9PDF6;O43795-2;E7EPB4;E7EQD9;H7C2Y7;C9JYW1;C9JUP5;C9K0I9,O43795;E9PDF6;O43795-2,Unconventional myosin-Ib,MYO1B,9,,,,,,,brush border,cell part,cell projection,cytoplasm,cytoskeletal part,filopodium,intracellular organelle part,intracellular part,macromolecular complex,membrane,myosin complex,organelle part,plasma membrane,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.198692,-0.176887,0.0847447,,,,8,28.1,42.123,8.36E-47,11,11,8,10062000,34667000,9103100,38117000,7004900,22543000,-0.0969448,-0.176887,0.157725,-1.62696,0.0218058,-0.198692,0.0847447,0.283437,3,P29992;K7EL62;G3V1P7;Q03113;Q14344;P19086;B3KXS2;E9PC54;B7Z3F7;F5H1G8;E7EUG4,P29992;K7EL62,Guanine nucleotide-binding protein subunit alpha-11,GNA11,11,,,,,,,brush border membrane,cell part,cell projection membrane,cell projection part,cytoplasm,cytoplasmic membrane-bounded vesicle,cytoplasmic part,cytoplasmic vesicle,endoplasmic reticulum,envelope,extrinsic to internal side of plasma membrane,extrinsic to membrane,extrinsic to plasma membrane,heterotrimeric G-protein complex,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,melanosome,membrane part,membrane-bounded organelle,membrane-bounded vesicle,nuclear envelope,nuclear part,organelle,organelle envelope,organelle part,pigment granule,plasma membrane part,protein complex,vesicle,,,,,,,,,,,,,,,,,,,,
0.870661,0.785174,0.89817,,,,3,10.4,52.314,6.13E-22,2,3,3,1067000,2271200,1545000,3488400,1285900,3250500,0.851335,0.870661,0.0589248,0.0692146,0.027509,0.785174,0.89817,0.112996,3,Q16576-2;Q16576;E9PC52;Q09028;Q09028-2;Q09028-3;Q09028-4;Q5JP01;H0YF10;Q5JNZ6;C9J959,Q16576-2;Q16576;E9PC52;Q09028;Q09028-2;Q09028-3;Q09028-4;Q5JP01,Histone-binding protein RBBP7;Histone-binding protein RBBP4,RBBP7;RBBP4,11,,,,,,,CAF-1 complex,cell part,chromatin assembly complex,chromatin remodeling complex,chromosomal part,ESC/E(Z) complex,histone deacetylase complex,histone methyltransferase complex,intracellular organelle part,intracellular part,ISWI complex,macromolecular complex,methyltransferase complex,nuclear chromosome part,nuclear part,nucleoplasm part,NuRD complex,NURF complex,organelle part,PcG protein complex,protein complex,Sin3 complex,Sin3-type complex,transcriptional repressor complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.720541,0.65306,0.496923,,,,4,23.7,27.441,5.32E-41,4,4,3,3273400,6086900,2322100,4474000,3389600,5144300,0.623508,0.65306,0.114701,0.183961,0.0674811,0.496923,0.720541,0.223619,3,Q8N241;Q9UBY9-2;Q68DG0;Q9UBY9;D3YTC6;C9J5A3,Q8N241;Q9UBY9-2;Q68DG0;Q9UBY9;D3YTC6;C9J5A3,Heat shock protein beta-7,HSPB7;DKFZp779D0968,6,,,,,,,Cajal body,cell part,cytoplasm,intracellular organelle part,intracellular part,nuclear body,nuclear part,nucleoplasm part,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.267476,0.0485151,0.214622,,,,3,5.6,58.687,1.10E-06,2,3,2,374050,650980,699690,1106500,414670,595250,0.176871,0.214622,0.114258,0.645994,0.0528536,0.0485151,0.267476,0.218961,3,Q08209;Q08209-2;Q08209-3;P16298-4;P16298;P16298-3;P16298-2;Q5F2F8;A1A441;E7ETC2;F5H0F8;P48454-3;P48454;P48454-2;G3V111;A8W6Z8;H0YC26;H0YB04;E9PK68;E5RJH4;E9PPC8,Q08209;Q08209-2;Q08209-3;P16298-4;P16298;P16298-3;P16298-2;Q5F2F8;A1A441;E7ETC2;F5H0F8,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase,PPP3CA;PPP3CB,21,,,,,,,calcineurin complex,cell part,cytoplasm,cytoplasmic part,cytosol,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,membrane,membrane-bounded organelle,nucleus,organelle,plasma membrane,protein complex,protein serine/threonine phosphatase complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.137504,0.118891,0.0567222,,,,6,15.1,40.589,2.65E-22,6,7,6,6417500,7186600,4912400,5639000,6942900,7578000,0.104372,0.118891,0.0423025,0.405304,0.0186124,0.0567222,0.137504,0.0807813,3,P17612;P17612-2;K7ERP6;Q15136,P17612;P17612-2;K7ERP6;Q15136,cAMP-dependent protein kinase catalytic subunit alpha,PRKACA;KIN27,4,,,,,,,cAMP-dependent protein kinase complex,cell part,centrosome,cytoplasmic part,cytoskeletal part,cytosol,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane,membrane-bounded organelle,microtubule organizing center,mitochondrion,non-membrane-bounded organelle,nucleus,organelle,organelle part,plasma membrane,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.172035,0.100036,-0.091187,,,,8,21.3,42.981,6.36E-108,10,11,9,9776600,10846000,13289000,13927000,9326900,11865000,-0.0543953,-0.091187,0.139717,-2.56854,0.0808477,-0.172035,0.100036,0.27207,3,P10644;K7ER48;K7EPB2;K7EM13;K7EK41;K7EJ40;K7ENR3;K7EID3;K7EIE5;K7EMZ6;K7EMU2;K7EQK3;K7EPR5;P31321;C9JSK5;H7BYW5;K7EKR1,P10644;K7ER48;K7EPB2;K7EM13,cAMP-dependent protein kinase type I-alpha regulatory subunit,PRKAR1A,17,,,,,,,cAMP-dependent protein kinase complex,cell part,cytoplasmic part,cytosol,intracellular part,macromolecular complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.07827,1.3221,1.13416,,,,14,36.3,38.746,5.88E-145,24,36,21,10463000,26170000,14351000,40707000,8876400,22642000,1.17817,1.13416,0.127738,0.10842,0.055887,1.07827,1.3221,0.243833,3,P09651;F8W6I7;P09651-2;F8VRQ1;F8VXY0;P09651-3;F8W1S7;F8VSB5;F8VZ49;F8VTQ5;Q32P51;H0YH80;F8W646;F8VYN5;J3KQA8,P09651;F8W6I7;P09651-2;F8VRQ1;F8VXY0;P09651-3;F8W1S7;F8VSB5;F8VZ49;F8VTQ5;Q32P51,Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1-like 2,HNRNPA1;HNRNPA1L2,15,,,,172,,,catalytic step 2 spliceosome,cell part,cytoplasm,heterogeneous nuclear ribonucleoprotein complex,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,non-membrane-bounded organelle,nuclear part,nucleolus,nucleoplasm,organelle,organelle part,ribonucleoprotein complex,spliceosomal complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.08726,1.14731,1.05367,,,,5,16.4,45.671,1.09E-102,2,6,4,870030,2224100,1732100,4200700,1021000,2629600,1.09608,1.08726,0.0474384,0.0432802,0.0335917,1.05367,1.14731,0.0936393,3,P52597,P52597,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",HNRNPF,1,,,,,,,catalytic step 2 spliceosome,cell part,cytoplasm,heterogeneous nuclear ribonucleoprotein complex,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,nucleoplasm,organelle part,ribonucleoprotein complex,spliceosomal complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.32222,1.16034,0.678973,,,,2,7.2,32.463,5.52E-05,2,3,3,337850,856040,826810,1959000,692590,1184100,1.05384,1.16034,0.334584,0.31749,0.161877,0.678973,1.32222,0.643243,3,Q9UKM9;Q9UKM9-2;Q5QPL9;Q5QPM1;Q5QPM2;Q5QPM0,Q9UKM9;Q9UKM9-2;Q5QPL9;Q5QPM1;Q5QPM2;Q5QPM0,RNA-binding protein Raly,RALY,6,,,,,,,catalytic step 2 spliceosome,cell part,heterogeneous nuclear ribonucleoprotein complex,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,organelle part,ribonucleoprotein complex,spliceosomal complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.753433,1.02112,0.939603,,,,3,5.5,30.032,6.18E-06,3,3,2,708450,960520,878450,1822000,490130,827120,0.90472,0.939603,0.137212,0.151663,0.0815216,0.753433,1.02112,0.267691,3,P14678-3;B3KVR1;P14678;P63162;P14678-2;J3QLE5;J3KRY3,P14678-3;B3KVR1;P14678;P63162;P14678-2;J3QLE5,Small nuclear ribonucleoprotein-associated protein;Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N,SNRPN;SNRPB,7,,,,,,,catalytic step 2 spliceosome,cell part,cytoplasmic part,cytosol,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,nucleoplasm,organelle part,ribonucleoprotein complex,small nuclear ribonucleoprotein complex,spliceosomal complex,U12-type spliceosomal complex,U7 snRNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.786931,0.868687,1.00511,,,,15,40.5,33.67,1.14E-150,25,32,19,21009000,41561000,19189000,41620000,23508000,44434000,0.88691,0.868687,0.110226,0.124281,0.0817559,0.786931,1.00511,0.218182,3,P07910;G3V2Q1;P07910-2;G3V4C1;B4DY08;G3V4W0;P07910-4;G3V576;P07910-3;G3V2D6;G3V5V7;G3V575;G3V555;O60812;B4DSU6;G3V251;G3V3K6;G3V5X6;G3V4M8;G3V2H6;G3V129;Q86SE5;B3KT61,P07910;G3V2Q1;P07910-2;G3V4C1;B4DY08;G3V4W0;P07910-4;G3V576;P07910-3;G3V2D6;G3V5V7;G3V575;G3V555,Heterogeneous nuclear ribonucleoproteins C1/C2,HNRNPC,23,,,,49,,,catalytic step 2 spliceosome,cell part,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,nuclear part,nucleoplasm,nucleus,organelle,organelle part,ribonucleoprotein complex,spliceosomal complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.369829,0.810813,1.14555,,,,17,51.3,37.429,2.43E-242,57,73,42,24678000,49998000,28820000,73371000,14992000,44021000,0.775397,0.810813,0.38907,0.501769,0.334734,0.369829,1.14555,0.775718,3,P22626;P22626-2,P22626;P22626-2,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,2,,,,571;572,,,catalytic step 2 spliceosome,cell part,cytoplasm,heterogeneous nuclear ribonucleoprotein complex,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,non-membrane-bounded organelle,nuclear part,nucleolus,nucleoplasm,organelle,organelle part,ribonucleoprotein complex,spliceosomal complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.682753,0.760349,0.658554,,,,2,15.1,13.916,6.96E-10,2,2,2,2688100,5151400,3074300,6212200,3512900,7148900,0.700552,0.682753,0.0531801,0.0759117,0.0241988,0.658554,0.760349,0.101794,3,P62318;B4DJP7,P62318;B4DJP7,Small nuclear ribonucleoprotein Sm D3,SNRPD3,2,,,,,,,catalytic step 2 spliceosome,cell part,cytoplasmic part,cytosol,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,nucleoplasm,organelle part,ribonucleoprotein complex,small nuclear ribonucleoprotein complex,spliceosomal complex,U12-type spliceosomal complex,U7 snRNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.653519,0.819832,0.616828,,,,12,22.6,70.67,1.07E-66,23,22,22,8358900,16500000,9956400,19880000,7276700,13464000,0.696726,0.653519,0.108179,0.155268,0.0366905,0.616828,0.819832,0.203004,3,P11940;P11940-2;E7ERJ7;E7EQV3;H0YAR2;Q9H361;H0YBQ4;H0YBN4;Q13310-3;Q13310;Q13310-2;B1ANR0;Q4VXU2;H0YB86;E5RJB9;E5RGH3;H3BNY3;Q4VY17;H3BPI5;H0YAP2;B1ANR1;E5RH24;H0Y5F5;H0YEQ8;E5RHG7;H0YEU6;Q5JQF8;H0YB75;H0YAS6;H0YAS7;E5RFD8;E5RGC4;H0YC10,P11940;P11940-2;E7ERJ7;E7EQV3;H0YAR2;Q9H361;H0YBQ4,Polyadenylate-binding protein 1;Polyadenylate-binding protein 3,PABPC1;PABPC3,33,,,,,,,catalytic step 2 spliceosome,cell part,cytoplasm,cytoplasmic part,cytosol,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,organelle part,ribonucleoprotein complex,spliceosomal complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.628074,0.699729,0.728225,,,,8,61.9,13.527,2.40E-32,6,8,8,3080800,5970900,4474600,7688700,3153100,6483700,0.685343,0.699729,0.0516025,0.0752944,0.028496,0.628074,0.728225,0.100152,3,P62316;P62316-2;K7ERG4;K7EJB5,P62316;P62316-2;K7ERG4,Small nuclear ribonucleoprotein Sm D2,SNRPD2,4,,,,818,,,catalytic step 2 spliceosome,cell part,cytoplasmic part,cytosol,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,nucleoplasm,organelle part,ribonucleoprotein complex,small nuclear ribonucleoprotein complex,spliceosomal complex,U12-type spliceosomal complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.648097,NaN,0.657366,,,,3,36.8,8.544,1.82E-05,2,1,3,1022500,1624300,194510,374790,1106900,1646800,0.652731,0.652731,0.00655375,0.0100405,0.0046342,0.648097,0.657366,0.0092684,2,A8MWD9;P62308;C9JVQ0;F5H5R7;F5H013;Q49AN9,A8MWD9;P62308;C9JVQ0;F5H5R7;F5H013;Q49AN9,Small nuclear ribonucleoprotein G-like protein;Small nuclear ribonucleoprotein G,SNRPG,6,,,,,,,catalytic step 2 spliceosome,cell part,cytoplasmic part,cytosol,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,nucleoplasm,organelle part,ribonucleoprotein complex,small nuclear ribonucleoprotein complex,spliceosomal complex,U12-type spliceosomal complex,U7 snRNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.298893,0.939753,0.571628,,,,11,18.6,71.214,9.69E-66,8,7,5,3467500,5830800,3993300,8912300,2958700,5314100,0.603425,0.571628,0.321611,0.532976,0.272735,0.298893,0.939753,0.64086,3,O43390-2;O43390;Q2L7G6;E7ETM7,O43390-2;O43390;Q2L7G6;E7ETM7,Heterogeneous nuclear ribonucleoprotein R,HNRNPR,4,,,,,,,catalytic step 2 spliceosome,cell part,cytoplasm,heterogeneous nuclear ribonucleoprotein complex,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,nuclear part,nucleoplasm,nucleus,organelle,organelle part,ribonucleoprotein complex,spliceosomal complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
